,發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,2-30日死亡人數,受傷人數,當事人序,車種,天候,光線,道路類別,速限,道路型態,事故位置,路面狀況1,路面狀況2,路面狀況3,道路障礙1,道路障礙2,號誌1,號誌2,車道劃分-分向,車道劃分-分道1,車道劃分-分道2,車道劃分-分道3,事故類型及型態,性別,年齡,受傷程度,主要傷處,保護裝置,行動電話,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位1,車輛撞擊部位2,肇因碼-個別,肇因碼-主要,個人肇逃否,職業,旅次目的,X,Y
250,109,1,2,14,29,2,05中正區,中正區南海路與泉州街口附近,0,0,1,2,C03,8,1,5,50,3,2,1,5,4,5,7,3,1,10,4,5,1,12,1,61.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,44.0,23,1.0,22.0,9.0,121.5137294,25.03174843
275,109,1,2,16,21,2,05中正區,中正區中華路1段與長沙街1段口,0,0,1,1,A02,8,1,5,50,4,2,1,5,4,5,7,1,1,1,4,1,2,3,1,33.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,2.0,2.0,8.0,15.0,15,1.0,22.0,9.0,121.5080202,25.04050789
276,109,1,2,16,21,2,05中正區,中正區中華路1段與長沙街1段口,0,0,1,2,H01,8,1,5,50,4,2,1,5,4,5,7,1,1,1,4,1,2,3,2,79.0,2.0,1.0,4.0,5.0,8.0,16.0,8.0,20.0,10.0,16.0,67.0,15,1.0,22.0,9.0,121.5080202,25.04050789
287,109,1,2,17,20,2,05中正區,中正區博愛路與漢口街1段口,0,0,2,1,C03,8,3,5,50,4,2,1,5,4,5,7,1,1,10,4,5,2,17,1,25.0,2.0,9.0,1.0,1.0,7.0,1.0,1.0,10.0,1.0,14.0,19.0,19,1.0,22.0,9.0,121.511351,25.04516381
288,109,1,2,17,20,2,05中正區,中正區博愛路與漢口街1段口,0,0,2,2,C03,8,3,5,50,4,2,1,5,4,5,7,1,1,10,4,5,2,17,1,19.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,12.0,13.0,19,1.0,22.0,9.0,121.511351,25.04516381
289,109,1,2,17,24,2,05中正區,中正區南昌路1段與南海路口,0,0,1,1,B03,8,1,5,30,4,1,1,5,4,5,7,1,1,10,4,5,2,17,1,55.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,8.0,2.0,8.0,44.0,44,1.0,22.0,9.0,121.5163921,25.03238458
290,109,1,2,17,24,2,05中正區,中正區南昌路1段與南海路口,0,0,1,2,C03,8,1,5,30,4,1,1,5,4,5,7,1,1,10,4,5,2,17,2,35.0,2.0,8.0,1.0,1.0,7.0,6.0,1.0,10.0,2.0,12.0,9.0,44,1.0,22.0,9.0,121.5163921,25.03238458
294,109,1,2,17,54,2,05中正區,中正區新生北路1段13-1號U-BIKE停車位,0,0,1,1,B03,8,3,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,9,1,33.0,3.0,10.0,1.0,1.0,7.0,14.0,1.0,8.0,2.0,6.0,40.0,40,1.0,22.0,9.0,121.5328161,25.04456339
295,109,1,2,17,54,2,05中正區,中正區新生北路1段13-1號U-BIKE停車位,0,0,1,2,H02,8,3,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,9,2,35.0,3.0,10.0,4.0,5.0,7.0,21.0,8.0,20.0,10.0,16.0,67.0,40,1.0,22.0,9.0,121.5328161,25.04456339
296,109,1,2,17,54,2,05中正區,中正區新生北路1段13-1號U-BIKE停車位,0,0,1,3,C03,8,3,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,9,1,40.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,44.0,40,1.0,22.0,9.0,121.5328161,25.04456339
301,109,1,2,18,45,2,05中正區,中正區博愛路與武昌街1段口,0,0,1,1,B12,7,3,5,50,4,2,1,5,4,5,7,2,1,10,4,5,2,3,1,25.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,7.0,2.0,8.0,15.0,15,1.0,22.0,9.0,121.511503,25.04411042
302,109,1,2,18,45,2,05中正區,中正區博愛路與武昌街1段口,0,0,1,2,H01,7,3,5,50,4,2,1,5,4,5,7,2,1,10,4,5,2,3,1,44.0,2.0,6.0,4.0,5.0,8.0,16.0,8.0,20.0,10.0,16.0,67.0,15,1.0,22.0,9.0,121.511503,25.04411042
313,109,1,2,19,45,2,05中正區,中正區中山南路與信義路1段口,0,0,2,1,C03,8,3,5,50,5,2,1,5,4,5,1,2,1,1,4,1,2,9,2,18.0,2.0,9.0,1.0,1.0,7.0,15.0,1.0,10.0,1.0,14.0,43.0,43,1.0,22.0,9.0,121.5178275,25.0387829
314,109,1,2,19,45,2,05中正區,中正區中山南路與信義路1段口,0,0,2,2,H02,8,3,5,50,5,2,1,5,4,5,1,2,1,1,4,1,2,9,2,20.0,2.0,9.0,1.0,5.0,7.0,21.0,8.0,20.0,10.0,16.0,67.0,43,1.0,22.0,9.0,121.5178275,25.0387829
315,109,1,2,19,45,2,05中正區,中正區中山南路與信義路1段口,0,0,2,3,,8,3,5,50,5,2,1,5,4,5,1,2,1,1,4,1,2,9,4,,4.0,11.0,3.0,4.0,7.0,21.0,7.0,19.0,11.0,15.0,43.0,43,2.0,22.0,9.0,121.5178275,25.0387829
335,109,1,2,22,32,2,05中正區,中正區汀州路3段與基隆路4段口,0,0,2,1,C03,8,3,5,30,5,1,1,5,4,5,7,1,1,1,4,5,2,15,1,27.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,25.0,25,1.0,22.0,9.0,121.5362438,25.01103555
336,109,1,2,22,32,2,05中正區,中正區汀州路3段與基隆路4段口,0,0,2,2,C03,8,3,5,30,5,1,1,5,4,5,7,1,1,1,4,5,2,15,1,21.0,2.0,9.0,1.0,1.0,7.0,1.0,1.0,10.0,2.0,11.0,25.0,25,1.0,22.0,9.0,121.5362438,25.01103555
337,109,1,2,22,32,2,05中正區,中正區汀州路3段與基隆路4段口,0,0,2,3,B03,8,3,5,30,5,1,1,5,4,5,7,1,1,1,4,5,2,15,1,66.0,3.0,10.0,1.0,1.0,7.0,13.0,1.0,8.0,1.0,8.0,44.0,25,1.0,22.0,9.0,121.5362438,25.01103555
348,109,1,3,8,11,2,05中正區,中正區青島東路21號,0,0,1,1,B03,8,1,5,50,14,9,1,5,4,5,7,3,1,10,5,4,2,11,1,45.0,3.0,10.0,1.0,1.0,7.0,1.0,1.0,8.0,1.0,5.0,19.0,19,1.0,22.0,9.0,121.5239067,25.04338832
349,109,1,3,8,11,2,05中正區,中正區青島東路21號,0,0,1,2,C03,8,1,5,50,14,9,1,5,4,5,7,3,1,10,5,4,2,11,2,27.0,2.0,9.0,1.0,1.0,7.0,5.0,1.0,10.0,1.0,12.0,4.0,19,1.0,22.0,9.0,121.5239067,25.04338832
350,109,1,3,8,15,2,05中正區,中正區中山南路與信義路1段口,0,0,1,1,B03,8,1,5,50,5,1,1,5,4,5,7,2,1,5,4,5,2,17,1,37.0,3.0,10.0,3.0,4.0,7.0,6.0,1.0,8.0,1.0,2.0,9.0,9,1.0,22.0,9.0,121.5179462,25.03875368
351,109,1,3,8,15,2,05中正區,中正區中山南路與信義路1段口,0,0,1,2,C03,8,1,5,50,5,1,1,5,4,5,7,2,1,5,4,5,2,17,2,53.0,2.0,8.0,3.0,4.0,7.0,9.0,1.0,10.0,1.0,14.0,44.0,9,1.0,22.0,9.0,121.5179462,25.03875368
352,109,1,3,8,15,2,05中正區,中正區中山南路與信義路1段口,0,0,1,3,C03,8,1,5,50,5,1,1,5,4,5,7,2,1,5,4,5,2,17,1,57.0,3.0,10.0,3.0,4.0,7.0,9.0,1.0,10.0,1.0,11.0,23.0,9,1.0,22.0,9.0,121.5179462,25.03875368
383,109,1,3,9,46,2,05中正區,中正區仁愛路1段2號,0,0,1,1,F01,8,1,5,50,14,9,1,5,4,5,7,1,1,1,4,5,2,16,2,79.0,2.0,9.0,4.0,5.0,7.0,9.0,8.0,20.0,10.0,16.0,44.0,44,1.0,22.0,9.0,121.52163,25.03855775
384,109,1,3,9,46,2,05中正區,中正區仁愛路1段2號,0,0,1,2,B03,8,1,5,50,14,9,1,5,4,5,7,1,1,1,4,5,2,16,2,44.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,8.0,1.0,8.0,44.0,44,1.0,22.0,9.0,121.52163,25.03855775
391,109,1,3,10,15,2,05中正區,中正區重慶南路1段130號,0,0,1,1,B03,8,1,5,50,15,9,1,5,4,5,7,4,4,5,4,5,2,12,1,64.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,8.0,1.0,6.0,43.0,43,1.0,22.0,9.0,121.5126002,25.03680666
392,109,1,3,10,15,2,05中正區,中正區重慶南路1段130號,0,0,1,2,C03,8,1,5,50,15,9,1,5,4,5,7,4,4,5,4,5,2,12,2,68.0,2.0,8.0,1.0,1.0,7.0,9.0,3.0,18.0,1.0,11.0,43.0,43,1.0,22.0,9.0,121.5126002,25.03680666
408,109,1,3,12,37,2,05中正區,中正區市民大道2段與林森南路口,0,0,2,1,C03,8,1,5,40,4,1,1,5,4,5,7,2,1,1,4,5,2,15,2,20.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,44.0,44,1.0,22.0,9.0,121.5233124,25.04473936
409,109,1,3,12,37,2,05中正區,中正區市民大道2段與林森南路口,0,0,2,2,C03,8,1,5,40,4,1,1,5,4,5,7,2,1,1,4,5,2,15,1,40.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,25.0,44,1.0,22.0,9.0,121.5233124,25.04473936
471,109,1,3,19,1,2,05中正區,中正區漢口街1段82號,0,0,1,1,B01,8,3,5,50,14,9,1,5,4,5,7,4,4,10,4,5,2,9,1,63.0,3.0,10.0,1.0,1.0,7.0,14.0,1.0,4.0,1.0,6.0,43.0,43,1.0,22.0,9.0,121.5120662,25.04516092
472,109,1,3,19,1,2,05中正區,中正區漢口街1段82號,0,0,1,2,H02,8,3,5,50,14,9,1,5,4,5,7,4,4,10,4,5,2,9,1,37.0,3.0,10.0,4.0,5.0,7.0,20.0,8.0,20.0,10.0,15.0,67.0,43,1.0,22.0,9.0,121.5120662,25.04516092
473,109,1,3,19,1,2,05中正區,中正區漢口街1段82號,0,0,1,3,C03,8,3,5,50,14,9,1,5,4,5,7,4,4,10,4,5,2,9,1,32.0,2.0,7.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,14.0,43.0,43,1.0,22.0,9.0,121.5120662,25.04516092
478,109,1,3,19,22,2,05中正區,中正區南海路與泉州街口,0,0,1,1,C03,8,3,5,50,3,1,1,5,4,5,7,3,1,10,4,5,2,16,1,24.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,10.0,2.0,14.0,8.0,8,1.0,22.0,9.0,121.5136135,25.03170497
479,109,1,3,19,22,2,05中正區,中正區南海路與泉州街口,0,0,1,2,C03,8,3,5,50,3,1,1,5,4,5,7,3,1,10,4,5,2,16,2,23.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,44.0,8,1.0,22.0,9.0,121.5136135,25.03170497
539,109,1,4,8,0,2,05中正區,中正區中山北路1段與市民大道2段口,0,0,2,1,B01,8,1,5,50,4,1,1,5,4,5,7,2,1,1,4,5,1,12,1,60.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,4.0,2.0,5.0,9.0,9,1.0,22.0,9.0,121.5208142,25.04793198
541,109,1,4,8,0,2,05中正區,中正區中山北路1段與市民大道2段口,0,0,2,2,C03,8,1,5,50,4,1,1,5,4,5,7,2,1,1,4,5,1,12,1,26.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,44.0,9,1.0,22.0,9.0,121.5208142,25.04793198
543,109,1,4,8,0,2,05中正區,中正區中山北路1段與市民大道2段口,0,0,2,3,F01,8,1,5,50,4,1,1,5,4,5,7,2,1,1,4,5,1,12,2,38.0,2.0,9.0,4.0,5.0,7.0,9.0,8.0,20.0,2.0,16.0,44.0,9,1.0,22.0,9.0,121.5208142,25.04793198
567,109,1,4,10,45,2,05中正區,中正區金山南路1段53巷與金山南路1段口弄口,0,0,2,1,B01,8,1,5,50,14,9,1,5,4,5,1,4,4,9,4,5,2,12,1,69.0,3.0,10.0,1.0,1.0,7.0,8.0,1.0,4.0,2.0,6.0,7.0,7,1.0,22.0,9.0,121.5286397,25.03899125
568,109,1,4,10,45,2,05中正區,中正區金山南路1段53巷與金山南路1段口弄口,0,0,2,2,C03,8,1,5,50,14,9,1,5,4,5,1,4,4,9,4,5,2,12,1,22.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,44.0,7,1.0,22.0,9.0,121.5286397,25.03899125
569,109,1,4,10,45,2,05中正區,中正區金山南路1段53巷與金山南路1段口弄口,0,0,2,3,H02,8,1,5,50,14,9,1,5,4,5,1,4,4,9,4,5,2,12,2,22.0,2.0,9.0,1.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,67.0,7,1.0,22.0,9.0,121.5286397,25.03899125
584,109,1,4,12,28,2,05中正區,中正區桃源街與貴陽街1段口,0,0,2,1,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,5,4,5,1,16,1,19.0,2.0,9.0,1.0,1.0,7.0,5.0,1.0,10.0,2.0,12.0,6.0,6,1.0,22.0,9.0,121.5101745,25.03899953
585,109,1,4,12,28,2,05中正區,中正區桃源街與貴陽街1段口,0,0,2,2,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,5,4,5,1,16,2,49.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,44.0,6,1.0,22.0,9.0,121.5101745,25.03899953
616,109,1,4,14,7,2,05中正區,中正區市民大道2段(193號燈桿),0,0,1,1,B03,8,1,5,40,14,9,1,5,4,5,7,4,4,9,4,5,2,17,4,,4.0,11.0,3.0,4.0,7.0,15.0,7.0,19.0,11.0,15.0,43.0,43,2.0,22.0,9.0,121.5212087,25.04788414
617,109,1,4,14,7,2,05中正區,中正區市民大道2段(193號燈桿),0,0,1,2,C03,8,1,5,40,14,9,1,5,4,5,7,4,4,9,4,5,2,17,4,,4.0,11.0,3.0,4.0,7.0,15.0,7.0,19.0,11.0,15.0,43.0,43,2.0,22.0,9.0,121.5212087,25.04788414
618,109,1,4,14,7,2,05中正區,中正區市民大道2段(193號燈桿),0,0,1,3,C04,8,1,5,40,14,9,1,5,4,5,7,4,4,9,4,5,2,17,2,23.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,43.0,43,1.0,22.0,9.0,121.5212087,25.04788414
621,109,1,4,14,30,2,05中正區,中正區中山南路與凱達格蘭大道口,0,0,3,1,C03,8,1,5,50,5,2,1,5,4,5,7,1,1,1,4,5,2,13,1,21.0,2.0,9.0,1.0,1.0,7.0,14.0,1.0,10.0,2.0,13.0,25.0,25,1.0,22.0,9.0,121.5173636,25.03873702
622,109,1,4,14,30,2,05中正區,中正區中山南路與凱達格蘭大道口,0,0,3,2,C04,8,1,5,50,5,2,1,5,4,5,7,1,1,1,4,5,2,13,1,29.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,23.0,25,1.0,22.0,9.0,121.5173636,25.03873702
623,109,1,4,14,30,2,05中正區,中正區中山南路與凱達格蘭大道口,0,0,3,3,H02,8,1,5,50,5,2,1,5,4,5,7,1,1,1,4,5,2,13,2,26.0,2.0,9.0,1.0,1.0,7.0,20.0,8.0,20.0,10.0,16.0,67.0,25,1.0,22.0,9.0,121.5173636,25.03873702
630,109,1,4,14,55,2,05中正區,中正區中山北路1段與市民大道2段口,0,0,1,1,B03,8,1,5,50,4,1,1,5,4,5,7,1,1,1,5,5,1,12,1,22.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,8.0,2.0,5.0,9.0,9,1.0,22.0,9.0,121.5208113,25.0479207
631,109,1,4,14,55,2,05中正區,中正區中山北路1段與市民大道2段口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,1,5,5,1,12,1,29.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,44.0,9,1.0,22.0,9.0,121.5208113,25.0479207
635,109,1,4,15,5,2,05中正區,中正區羅斯福路2段與潮州街口,0,0,1,1,B03,8,1,5,50,5,1,1,5,4,5,7,1,1,2,4,4,2,16,1,55.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,8.0,2.0,2.0,9.0,9,1.0,22.0,9.0,121.5205297,25.02975051
637,109,1,4,15,5,2,05中正區,中正區羅斯福路2段與潮州街口,0,0,1,2,C04,8,1,5,50,5,1,1,5,4,5,7,1,1,2,4,4,2,16,2,28.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,13.0,9,1.0,22.0,9.0,121.5205297,25.02975051
657,109,1,4,16,49,2,05中正區,中正區襄陽路與館前路口,0,0,1,1,C03,8,1,5,50,3,1,1,5,4,5,7,2,1,5,5,5,1,16,1,22.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,44.0,44,1.0,22.0,9.0,121.5150048,25.0434071
658,109,1,4,16,49,2,05中正區,中正區襄陽路與館前路口,0,0,1,2,C03,8,1,5,50,3,1,1,5,4,5,7,2,1,5,5,5,1,16,1,18.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,10.0,2.0,13.0,44.0,44,1.0,22.0,9.0,121.5150048,25.0434071
668,109,1,4,17,30,2,05中正區,中正區凱達格蘭大道與懷寧街口,0,0,2,1,C03,8,3,5,50,3,1,1,5,4,5,7,4,4,9,4,5,1,16,1,57.0,2.0,5.0,1.0,1.0,7.0,6.0,1.0,10.0,2.0,11.0,6.0,6,1.0,22.0,9.0,121.5138727,25.03979808
669,109,1,4,17,30,2,05中正區,中正區凱達格蘭大道與懷寧街口,0,0,2,2,C03,8,3,5,50,3,1,1,5,4,5,7,4,4,9,4,5,1,16,1,38.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,44.0,6,1.0,22.0,9.0,121.5138727,25.03979808
714,109,1,4,23,23,2,05中正區,中正區忠孝西路1段與館前路口,0,0,1,1,B01,8,3,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,9,1,53.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,4.0,1.0,5.0,43.0,43,1.0,22.0,9.0,121.5150227,25.04691315
715,109,1,4,23,23,2,05中正區,中正區忠孝西路1段與館前路口,0,0,1,2,H01,8,3,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,9,1,30.0,2.0,7.0,4.0,5.0,8.0,20.0,8.0,20.0,10.0,16.0,67.0,43,1.0,22.0,9.0,121.5150227,25.04691315
716,109,1,4,23,50,2,05中正區,中正區愛國西路52號前,0,0,1,1,C03,8,3,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,13,2,22.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,14.0,23.0,23,1.0,22.0,9.0,121.5073596,25.03684713
717,109,1,4,23,50,2,05中正區,中正區愛國西路52號前,0,0,1,2,B03,8,3,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,13,1,30.0,3.0,10.0,1.0,1.0,7.0,13.0,1.0,8.0,1.0,3.0,42.0,23,1.0,22.0,9.0,121.5073596,25.03684713
754,109,1,5,10,28,2,05中正區,中正區愛國東路與杭州南路2段口口,0,0,1,1,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,3,4,5,2,13,1,60.0,2.0,8.0,1.0,1.0,7.0,8.0,1.0,10.0,2.0,12.0,7.0,7,1.0,22.0,9.0,121.5225488,25.03229528
755,109,1,5,10,28,2,05中正區,中正區愛國東路與杭州南路2段口口,0,0,1,2,B12,8,1,5,50,14,9,1,5,4,5,7,4,4,3,4,5,2,13,1,49.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,8.0,2.0,7.0,44.0,7,1.0,22.0,9.0,121.5225488,25.03229528
774,109,1,5,13,10,2,05中正區,中正區思源街14號對面,0,0,2,1,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,3,4,5,2,13,1,20.0,2.0,7.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,23.0,23,1.0,22.0,9.0,121.5315071,25.01431201
775,109,1,5,13,10,2,05中正區,中正區思源街14號對面,0,0,2,2,C04,8,1,5,50,14,9,1,5,4,5,7,4,4,3,4,5,2,13,2,49.0,2.0,7.0,1.0,1.0,7.0,14.0,1.0,8.0,2.0,13.0,44.0,23,1.0,22.0,9.0,121.5315071,25.01431201
776,109,1,5,13,10,2,05中正區,中正區思源街14號對面,0,0,2,3,H02,8,1,5,50,14,9,1,5,4,5,7,4,4,3,4,5,2,13,1,12.0,4.0,11.0,1.0,1.0,7.0,21.0,8.0,20.0,10.0,15.0,67.0,23,1.0,22.0,9.0,121.5315071,25.01431201
777,109,1,5,13,10,2,05中正區,中正區思源街14號對面,0,0,2,4,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,3,4,5,2,13,1,20.0,3.0,10.0,3.0,1.0,7.0,13.0,1.0,10.0,9.0,13.0,44.0,23,1.0,22.0,9.0,121.5315071,25.01431201
847,109,1,5,21,5,2,05中正區,中正區開封街1段與館前路口,0,0,1,1,C03,8,3,5,50,3,1,1,5,4,5,7,4,4,10,4,5,2,17,1,34.0,2.0,6.0,1.0,1.0,7.0,7.0,1.0,10.0,2.0,13.0,7.0,7,1.0,22.0,9.0,121.5150035,25.04596527
848,109,1,5,21,5,2,05中正區,中正區開封街1段與館前路口,0,0,1,2,B03,8,3,5,50,3,1,1,5,4,5,7,4,4,10,4,5,2,17,1,31.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,8.0,2.0,1.0,44.0,7,1.0,22.0,9.0,121.5150035,25.04596527
869,109,1,6,1,6,2,05中正區,中正區和平西路1段與重慶南路3段口,0,0,1,1,B03,8,1,5,50,5,1,1,5,4,5,7,2,1,3,4,5,2,16,2,67.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,8.0,2.0,1.0,25.0,25,1.0,22.0,9.0,121.5159125,25.02723773
870,109,1,6,1,6,2,05中正區,中正區和平西路1段與重慶南路3段口,0,0,1,2,C04,8,1,5,50,5,1,1,5,4,5,7,2,1,3,4,5,2,16,2,48.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,11.0,2.0,14.0,44.0,25,1.0,22.0,9.0,121.5159125,25.02723773
878,109,1,6,6,41,2,05中正區,中正區中華路1段與開封街1段口,0,0,1,1,B12,8,1,5,50,14,7,1,5,4,5,7,4,4,9,4,5,2,17,1,33.0,3.0,10.0,1.0,1.0,7.0,14.0,1.0,8.0,2.0,6.0,37.0,37,1.0,22.0,9.0,121.5095708,25.0459748
879,109,1,6,6,41,2,05中正區,中正區中華路1段與開封街1段口,0,0,1,2,B11,8,1,5,50,14,7,1,5,4,5,7,4,4,9,4,5,2,17,1,52.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,6.0,2.0,8.0,23.0,37,1.0,22.0,9.0,121.5095708,25.0459748
884,109,1,6,7,20,2,05中正區,中正區汀州路3段與羅斯福路4段196巷口,0,0,1,1,C03,8,1,5,50,4,1,1,5,4,5,7,4,4,5,5,5,2,16,1,21.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,10.0,1.0,12.0,6.0,6,1.0,22.0,9.0,121.5359266,25.01154453
885,109,1,6,7,20,2,05中正區,中正區汀州路3段與羅斯福路4段196巷口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,4,4,5,5,5,2,16,1,63.0,2.0,4.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,14.0,6,1.0,22.0,9.0,121.5359266,25.01154453
888,109,1,6,7,28,2,05中正區,中正區市民大道2段與天津街口,0,0,3,1,C03,8,1,5,40,14,9,1,5,4,5,7,4,4,9,4,5,2,17,1,57.0,2.0,4.0,1.0,1.0,7.0,7.0,1.0,10.0,2.0,14.0,7.0,7,1.0,22.0,9.0,121.5223672,25.04783339
889,109,1,6,7,28,2,05中正區,中正區市民大道2段與天津街口,0,0,3,2,C03,8,1,5,40,14,9,1,5,4,5,7,4,4,9,4,5,2,17,2,24.0,2.0,8.0,1.0,1.0,7.0,15.0,1.0,10.0,2.0,12.0,44.0,7,1.0,22.0,9.0,121.5223672,25.04783339
890,109,1,6,7,28,2,05中正區,中正區市民大道2段與天津街口,0,0,3,3,C03,8,1,5,40,14,9,1,5,4,5,7,4,4,9,4,5,2,17,1,33.0,3.0,10.0,1.0,1.0,7.0,15.0,1.0,10.0,2.0,13.0,44.0,7,1.0,22.0,9.0,121.5223672,25.04783339
891,109,1,6,7,28,2,05中正區,中正區市民大道2段與天津街口,0,0,3,4,C03,8,1,5,40,14,9,1,5,4,5,7,4,4,9,4,5,2,17,1,21.0,2.0,2.0,1.0,1.0,7.0,15.0,1.0,10.0,2.0,13.0,44.0,7,1.0,22.0,9.0,121.5223672,25.04783339
892,109,1,6,7,28,2,05中正區,中正區市民大道2段與天津街口,0,0,3,5,C03,8,1,5,40,14,9,1,5,4,5,7,4,4,9,4,5,2,17,1,44.0,3.0,10.0,1.0,1.0,7.0,15.0,1.0,9.0,2.0,11.0,23.0,7,1.0,22.0,9.0,121.5223672,25.04783339
908,109,1,6,8,15,2,05中正區,中正區晉江街與晉江街62巷口口,0,0,2,1,C03,8,1,5,30,3,2,1,5,4,5,7,4,4,10,5,5,1,17,1,29.0,2.0,9.0,1.0,1.0,7.0,15.0,1.0,9.0,2.0,11.0,42.0,42,1.0,22.0,9.0,121.5235664,25.02386991
909,109,1,6,8,15,2,05中正區,中正區晉江街與晉江街62巷口口,0,0,2,2,C03,8,1,5,30,3,2,1,5,4,5,7,4,4,10,5,5,1,17,1,26.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,13.0,42,1.0,22.0,9.0,121.5235664,25.02386991
927,109,1,6,9,24,2,05中正區,中正區林森南路與濟南路1段口,0,0,2,1,B12,8,1,5,50,4,2,1,5,4,5,7,1,1,9,4,4,2,9,2,49.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,8.0,2.0,5.0,15.0,15,1.0,22.0,9.0,121.5226759,25.04247052
928,109,1,6,9,24,2,05中正區,中正區林森南路與濟南路1段口,0,0,2,2,H01,8,1,5,50,4,2,1,5,4,5,7,1,1,9,4,4,2,9,1,31.0,2.0,5.0,4.0,5.0,8.0,16.0,8.0,20.0,10.0,16.0,67.0,15,1.0,22.0,9.0,121.5226759,25.04247052
929,109,1,6,9,24,2,05中正區,中正區林森南路與濟南路1段口,0,0,2,3,H01,8,1,5,50,4,2,1,5,4,5,7,1,1,9,4,4,2,9,2,37.0,2.0,9.0,4.0,5.0,8.0,16.0,8.0,20.0,10.0,16.0,67.0,15,1.0,22.0,9.0,121.5226759,25.04247052
951,109,1,6,11,25,1,05中正區,中正區中華路1段與漢口街1段口,1,0,0,1,B12,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,1,2,1,1,24.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,8.0,2.0,8.0,23.0,23,1.0,22.0,9.0,121.5093711,25.04521984
952,109,1,6,11,25,1,05中正區,中正區中華路1段與漢口街1段口,1,0,0,2,H01,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,1,2,1,1,84.0,1.0,1.0,4.0,5.0,8.0,16.0,8.0,20.0,10.0,16.0,51.0,23,1.0,22.0,9.0,121.5093711,25.04521984
